replicate_name	sample_name	read1	read2
161-2478_S46	161	161-2478_S46_R1_001.fastq.gz	161-2478_S46_R2_001.fastq.gz
161-D10-2537_S46	161	161-D10-2537_S46_R1_001.fastq.gz	161-D10-2537_S46_R2_001.fastq.gz
161-D10_S46	161	161-D10_S46_R1_001.fastq.gz	161-D10_S46_R2_001.fastq.gz
162-2383_S31	162	162-2383_S31_R1_001.fastq.gz	162-2383_S31_R2_001.fastq.gz
162-2536_S31	162	162-2536_S31_R1_001.fastq.gz	162-2536_S31_R2_001.fastq.gz
162-2543_S30	162	162-2543_S30_R1_001.fastq.gz	162-2543_S30_R2_001.fastq.gz
162-2607_S30	162	162-2607_S30_R1_001.fastq.gz	162-2607_S30_R2_001.fastq.gz
163-2383_S32	163	163-2383_S32_R1_001.fastq.gz	163-2383_S32_R2_001.fastq.gz
163-2536_S32	163	163-2536_S32_R1_001.fastq.gz	163-2536_S32_R2_001.fastq.gz
163-2543_S31	163	163-2543_S31_R1_001.fastq.gz	163-2543_S31_R2_001.fastq.gz
163-2607_S31	163	163-2607_S31_R1_001.fastq.gz	163-2607_S31_R2_001.fastq.gz
164-2389_S47	164	164-2389_S47_R1_001.fastq.gz	164-2389_S47_R2_001.fastq.gz
164-2478_S47	164	164-2478_S47_R1_001.fastq.gz	164-2478_S47_R2_001.fastq.gz
164-D11-2537_S47	164	164-D11-2537_S47_R1_001.fastq.gz	164-D11-2537_S47_R2_001.fastq.gz
164-D11_S47	164	164-D11_S47_R1_001.fastq.gz	164-D11_S47_R2_001.fastq.gz
165-2068-2_S77	165	165-2068-2_S77_R1_001.fastq.gz	165-2068-2_S77_R2_001.fastq.gz
165-2068-3_S76	165	165-2068-3_S76_R1_001.fastq.gz	165-2068-3_S76_R2_001.fastq.gz
165-2068_S77	165	165-2068_S77_R1_001.fastq.gz	165-2068_S77_R2_001.fastq.gz
165-E10_S57	165	165-E10_S57_R1_001.fastq.gz	165-E10_S57_R2_001.fastq.gz
166-2383_S33	166	166-2383_S33_R1_001.fastq.gz	166-2383_S33_R2_001.fastq.gz
166-2536_S33	166	166-2536_S33_R1_001.fastq.gz	166-2536_S33_R2_001.fastq.gz
166-2543_S32	166	166-2543_S32_R1_001.fastq.gz	166-2543_S32_R2_001.fastq.gz
166-2607_S32	166	166-2607_S32_R1_001.fastq.gz	166-2607_S32_R2_001.fastq.gz
167-2068-2_S85	167	167-2068-2_S85_R1_001.fastq.gz	167-2068-2_S85_R2_001.fastq.gz
167-2068-3_S84	167	167-2068-3_S84_R1_001.fastq.gz	167-2068-3_S84_R2_001.fastq.gz
167-2068_S85	167	167-2068_S85_R1_001.fastq.gz	167-2068_S85_R2_001.fastq.gz
167-E11_S58	167	167-E11_S58_R1_001.fastq.gz	167-E11_S58_R2_001.fastq.gz
168-2383_S34	168	168-2383_S34_R1_001.fastq.gz	168-2383_S34_R2_001.fastq.gz
168-2536_S34	168	168-2536_S34_R1_001.fastq.gz	168-2536_S34_R2_001.fastq.gz
168-2543_S33	168	168-2543_S33_R1_001.fastq.gz	168-2543_S33_R2_001.fastq.gz
168-2607_S33	168	168-2607_S33_R1_001.fastq.gz	168-2607_S33_R2_001.fastq.gz
17-2383_S2	17	17-2383_S2_R1_001.fastq.gz	17-2383_S2_R2_001.fastq.gz
17-2536_S2	17	17-2536_S2_R1_001.fastq.gz	17-2536_S2_R2_001.fastq.gz
17-2543_S2	17	17-2543_S2_R1_001.fastq.gz	17-2543_S2_R2_001.fastq.gz
17-2607_S2	17	17-2607_S2_R1_001.fastq.gz	17-2607_S2_R2_001.fastq.gz
170-2383_S35	170	170-2383_S35_R1_001.fastq.gz	170-2383_S35_R2_001.fastq.gz
170-2536_S35	170	170-2536_S35_R1_001.fastq.gz	170-2536_S35_R2_001.fastq.gz
170-2543_S34	170	170-2543_S34_R1_001.fastq.gz	170-2543_S34_R2_001.fastq.gz
170-2607_S34	170	170-2607_S34_R1_001.fastq.gz	170-2607_S34_R2_001.fastq.gz
172-2389_S48	172	172-2389_S48_R1_001.fastq.gz	172-2389_S48_R2_001.fastq.gz
172-2478_S48	172	172-2478_S48_R1_001.fastq.gz	172-2478_S48_R2_001.fastq.gz
172-D12-2537_S48	172	172-D12-2537_S48_R1_001.fastq.gz	172-D12-2537_S48_R2_001.fastq.gz
172-D12_S48	172	172-D12_S48_R1_001.fastq.gz	172-D12_S48_R2_001.fastq.gz
173-2383_S36	173	173-2383_S36_R1_001.fastq.gz	173-2383_S36_R2_001.fastq.gz
173-2536_S36	173	173-2536_S36_R1_001.fastq.gz	173-2536_S36_R2_001.fastq.gz
173-2543_S35	173	173-2543_S35_R1_001.fastq.gz	173-2543_S35_R2_001.fastq.gz
173-2607_S35	173	173-2607_S35_R1_001.fastq.gz	173-2607_S35_R2_001.fastq.gz
174-2389_S49	174	174-2389_S49_R1_001.fastq.gz	174-2389_S49_R2_001.fastq.gz
174-2478_S49	174	174-2478_S49_R1_001.fastq.gz	174-2478_S49_R2_001.fastq.gz
174-E01-2537_S49	174	174-E01-2537_S49_R1_001.fastq.gz	174-E01-2537_S49_R2_001.fastq.gz
174-E01_S49	174	174-E01_S49_R1_001.fastq.gz	174-E01_S49_R2_001.fastq.gz
175-2389_S50	175	175-2389_S50_R1_001.fastq.gz	175-2389_S50_R2_001.fastq.gz
175-2478_S50	175	175-2478_S50_R1_001.fastq.gz	175-2478_S50_R2_001.fastq.gz
175-E02-2537_S50	175	175-E02-2537_S50_R1_001.fastq.gz	175-E02-2537_S50_R2_001.fastq.gz
175-E02_S50	175	175-E02_S50_R1_001.fastq.gz	175-E02_S50_R2_001.fastq.gz
176-2389_S51	176	176-2389_S51_R1_001.fastq.gz	176-2389_S51_R2_001.fastq.gz
176-2478_S51	176	176-2478_S51_R1_001.fastq.gz	176-2478_S51_R2_001.fastq.gz
176-E03-2537_S51	176	176-E03-2537_S51_R1_001.fastq.gz	176-E03-2537_S51_R2_001.fastq.gz
176-E03_S51	176	176-E03_S51_R1_001.fastq.gz	176-E03_S51_R2_001.fastq.gz
177-2383_S37	177	177-2383_S37_R1_001.fastq.gz	177-2383_S37_R2_001.fastq.gz
177-2536_S37	177	177-2536_S37_R1_001.fastq.gz	177-2536_S37_R2_001.fastq.gz
177-2543_S36	177	177-2543_S36_R1_001.fastq.gz	177-2543_S36_R2_001.fastq.gz
177-2607_S36	177	177-2607_S36_R1_001.fastq.gz	177-2607_S36_R2_001.fastq.gz
178-2068-2_S93	178	178-2068-2_S93_R1_001.fastq.gz	178-2068-2_S93_R2_001.fastq.gz
178-2068-3_S92	178	178-2068-3_S92_R1_001.fastq.gz	178-2068-3_S92_R2_001.fastq.gz
178-2068_S93	178	178-2068_S93_R1_001.fastq.gz	178-2068_S93_R2_001.fastq.gz
178-E12_S59	178	178-E12_S59_R1_001.fastq.gz	178-E12_S59_R2_001.fastq.gz
179-2383_S38	179	179-2383_S38_R1_001.fastq.gz	179-2383_S38_R2_001.fastq.gz
179-2536_S38	179	179-2536_S38_R1_001.fastq.gz	179-2536_S38_R2_001.fastq.gz
179-2543_S37	179	179-2543_S37_R1_001.fastq.gz	179-2543_S37_R2_001.fastq.gz
179-2607_S37	179	179-2607_S37_R1_001.fastq.gz	179-2607_S37_R2_001.fastq.gz
18-2389_S8	18	18-2389_S8_R1_001.fastq.gz	18-2389_S8_R2_001.fastq.gz
18-2478_S8	18	18-2478_S8_R1_001.fastq.gz	18-2478_S8_R2_001.fastq.gz
18-A08-2537_S8	18	18-A08-2537_S8_R1_001.fastq.gz	18-A08-2537_S8_R2_001.fastq.gz
18-A08_S8	18	18-A08_S8_R1_001.fastq.gz	18-A08_S8_R2_001.fastq.gz
180-2068-2_S6	180	180-2068-2_S6_R1_001.fastq.gz	180-2068-2_S6_R2_001.fastq.gz
180-2068-3_S6	180	180-2068-3_S6_R1_001.fastq.gz	180-2068-3_S6_R2_001.fastq.gz
180-2068_S6	180	180-2068_S6_R1_001.fastq.gz	180-2068_S6_R2_001.fastq.gz
180-F01_S60	180	180-F01_S60_R1_001.fastq.gz	180-F01_S60_R2_001.fastq.gz
181-2383_S39	181	181-2383_S39_R1_001.fastq.gz	181-2383_S39_R2_001.fastq.gz
181-2536_S39	181	181-2536_S39_R1_001.fastq.gz	181-2536_S39_R2_001.fastq.gz
181-2543_S38	181	181-2543_S38_R1_001.fastq.gz	181-2543_S38_R2_001.fastq.gz
181-2607_S38	181	181-2607_S38_R1_001.fastq.gz	181-2607_S38_R2_001.fastq.gz
182-2383_S40	182	182-2383_S40_R1_001.fastq.gz	182-2383_S40_R2_001.fastq.gz
182-2536_S40	182	182-2536_S40_R1_001.fastq.gz	182-2536_S40_R2_001.fastq.gz
182-2543_S39	182	182-2543_S39_R1_001.fastq.gz	182-2543_S39_R2_001.fastq.gz
182-2607_S39	182	182-2607_S39_R1_001.fastq.gz	182-2607_S39_R2_001.fastq.gz
185-2389_S52	185	185-2389_S52_R1_001.fastq.gz	185-2389_S52_R2_001.fastq.gz
185-2478_S52	185	185-2478_S52_R1_001.fastq.gz	185-2478_S52_R2_001.fastq.gz
185-E04-2537_S52	185	185-E04-2537_S52_R1_001.fastq.gz	185-E04-2537_S52_R2_001.fastq.gz
185-E04_S52	185	185-E04_S52_R1_001.fastq.gz	185-E04_S52_R2_001.fastq.gz
186-2383_S41	186	186-2383_S41_R1_001.fastq.gz	186-2383_S41_R2_001.fastq.gz
186-2536_S41	186	186-2536_S41_R1_001.fastq.gz	186-2536_S41_R2_001.fastq.gz
186-2543_S40	186	186-2543_S40_R1_001.fastq.gz	186-2543_S40_R2_001.fastq.gz
186-2607_S40	186	186-2607_S40_R1_001.fastq.gz	186-2607_S40_R2_001.fastq.gz
187-2383_S42	187	187-2383_S42_R1_001.fastq.gz	187-2383_S42_R2_001.fastq.gz
187-2536_S42	187	187-2536_S42_R1_001.fastq.gz	187-2536_S42_R2_001.fastq.gz
187-2543_S41	187	187-2543_S41_R1_001.fastq.gz	187-2543_S41_R2_001.fastq.gz
187-2607_S41	187	187-2607_S41_R1_001.fastq.gz	187-2607_S41_R2_001.fastq.gz
188-2389_S53	188	188-2389_S53_R1_001.fastq.gz	188-2389_S53_R2_001.fastq.gz
188-2478_S53	188	188-2478_S53_R1_001.fastq.gz	188-2478_S53_R2_001.fastq.gz
188-E05-2537_S53	188	188-E05-2537_S53_R1_001.fastq.gz	188-E05-2537_S53_R2_001.fastq.gz
188-E05_S53	188	188-E05_S53_R1_001.fastq.gz	188-E05_S53_R2_001.fastq.gz
189-2383_S43	189	189-2383_S43_R1_001.fastq.gz	189-2383_S43_R2_001.fastq.gz
189-2536_S43	189	189-2536_S43_R1_001.fastq.gz	189-2536_S43_R2_001.fastq.gz
189-2543_S42	189	189-2543_S42_R1_001.fastq.gz	189-2543_S42_R2_001.fastq.gz
189-2607_S42	189	189-2607_S42_R1_001.fastq.gz	189-2607_S42_R2_001.fastq.gz
19-2389_S9	19	19-2389_S9_R1_001.fastq.gz	19-2389_S9_R2_001.fastq.gz
19-2478_S9	19	19-2478_S9_R1_001.fastq.gz	19-2478_S9_R2_001.fastq.gz
19-A09-2537_S9	19	19-A09-2537_S9_R1_001.fastq.gz	19-A09-2537_S9_R2_001.fastq.gz
19-A09_S9	19	19-A09_S9_R1_001.fastq.gz	19-A09_S9_R2_001.fastq.gz
191-2068-2_S14	191	191-2068-2_S14_R1_001.fastq.gz	191-2068-2_S14_R2_001.fastq.gz
191-2068-3_S14	191	191-2068-3_S14_R1_001.fastq.gz	191-2068-3_S14_R2_001.fastq.gz
191-2068_S14	191	191-2068_S14_R1_001.fastq.gz	191-2068_S14_R2_001.fastq.gz
191-F02_S61	191	191-F02_S61_R1_001.fastq.gz	191-F02_S61_R2_001.fastq.gz
192-2383_S44	192	192-2383_S44_R1_001.fastq.gz	192-2383_S44_R2_001.fastq.gz
192-2536_S44	192	192-2536_S44_R1_001.fastq.gz	192-2536_S44_R2_001.fastq.gz
192-2543_S43	192	192-2543_S43_R1_001.fastq.gz	192-2543_S43_R2_001.fastq.gz
192-2607_S43	192	192-2607_S43_R1_001.fastq.gz	192-2607_S43_R2_001.fastq.gz
193-2383_S45	193	193-2383_S45_R1_001.fastq.gz	193-2383_S45_R2_001.fastq.gz
193-2536_S45	193	193-2536_S45_R1_001.fastq.gz	193-2536_S45_R2_001.fastq.gz
193-2543_S44	193	193-2543_S44_R1_001.fastq.gz	193-2543_S44_R2_001.fastq.gz
193-2607_S44	193	193-2607_S44_R1_001.fastq.gz	193-2607_S44_R2_001.fastq.gz
194-2389_S54	194	194-2389_S54_R1_001.fastq.gz	194-2389_S54_R2_001.fastq.gz
194-2478_S54	194	194-2478_S54_R1_001.fastq.gz	194-2478_S54_R2_001.fastq.gz
194-E06-2537_S54	194	194-E06-2537_S54_R1_001.fastq.gz	194-E06-2537_S54_R2_001.fastq.gz
194-E06_S54	194	194-E06_S54_R1_001.fastq.gz	194-E06_S54_R2_001.fastq.gz
195-2068-2_S22	195	195-2068-2_S22_R1_001.fastq.gz	195-2068-2_S22_R2_001.fastq.gz
195-2068-3_S22	195	195-2068-3_S22_R1_001.fastq.gz	195-2068-3_S22_R2_001.fastq.gz
195-2068_S22	195	195-2068_S22_R1_001.fastq.gz	195-2068_S22_R2_001.fastq.gz
195-F03_S62	195	195-F03_S62_R1_001.fastq.gz	195-F03_S62_R2_001.fastq.gz
196-2068-2_S30	196	196-2068-2_S30_R1_001.fastq.gz	196-2068-2_S30_R2_001.fastq.gz
196-2068-3_S29	196	196-2068-3_S29_R1_001.fastq.gz	196-2068-3_S29_R2_001.fastq.gz
196-2068_S30	196	196-2068_S30_R1_001.fastq.gz	196-2068_S30_R2_001.fastq.gz
196-F04_S63	196	196-F04_S63_R1_001.fastq.gz	196-F04_S63_R2_001.fastq.gz
197-2383_S46	197	197-2383_S46_R1_001.fastq.gz	197-2383_S46_R2_001.fastq.gz
197-2536_S46	197	197-2536_S46_R1_001.fastq.gz	197-2536_S46_R2_001.fastq.gz
197-2543_S45	197	197-2543_S45_R1_001.fastq.gz	197-2543_S45_R2_001.fastq.gz
197-2607_S45	197	197-2607_S45_R1_001.fastq.gz	197-2607_S45_R2_001.fastq.gz
199-2383_S47	199	199-2383_S47_R1_001.fastq.gz	199-2383_S47_R2_001.fastq.gz
199-2536_S47	199	199-2536_S47_R1_001.fastq.gz	199-2536_S47_R2_001.fastq.gz
199-2543_S46	199	199-2543_S46_R1_001.fastq.gz	199-2543_S46_R2_001.fastq.gz
199-2607_S46	199	199-2607_S46_R1_001.fastq.gz	199-2607_S46_R2_001.fastq.gz
2-2068-2_S1	2	2-2068-2_S1_R1_001.fastq.gz	2-2068-2_S1_R2_001.fastq.gz
2-2068-3_S1	2	2-2068-3_S1_R1_001.fastq.gz	2-2068-3_S1_R2_001.fastq.gz
2-2068_S1	2	2-2068_S1_R1_001.fastq.gz	2-2068_S1_R2_001.fastq.gz
2-A01_S1	2	2-A01_S1_R1_001.fastq.gz	2-A01_S1_R2_001.fastq.gz
20-2383_S3	20	20-2383_S3_R1_001.fastq.gz	20-2383_S3_R2_001.fastq.gz
20-2536_S3	20	20-2536_S3_R1_001.fastq.gz	20-2536_S3_R2_001.fastq.gz
20-2543_S3	20	20-2543_S3_R1_001.fastq.gz	20-2543_S3_R2_001.fastq.gz
20-2607_S3	20	20-2607_S3_R1_001.fastq.gz	20-2607_S3_R2_001.fastq.gz
200-2383_S48	200	200-2383_S48_R1_001.fastq.gz	200-2383_S48_R2_001.fastq.gz
200-2536_S48	200	200-2536_S48_R1_001.fastq.gz	200-2536_S48_R2_001.fastq.gz
200-2543_S47	200	200-2543_S47_R1_001.fastq.gz	200-2543_S47_R2_001.fastq.gz
200-2607_S47	200	200-2607_S47_R1_001.fastq.gz	200-2607_S47_R2_001.fastq.gz
201-2383_S49	201	201-2383_S49_R1_001.fastq.gz	201-2383_S49_R2_001.fastq.gz
201-2536_S49	201	201-2536_S49_R1_001.fastq.gz	201-2536_S49_R2_001.fastq.gz
201-2543_S48	201	201-2543_S48_R1_001.fastq.gz	201-2543_S48_R2_001.fastq.gz
201-2607_S48	201	201-2607_S48_R1_001.fastq.gz	201-2607_S48_R2_001.fastq.gz
202-2383_S50	202	202-2383_S50_R1_001.fastq.gz	202-2383_S50_R2_001.fastq.gz
202-2536_S50	202	202-2536_S50_R1_001.fastq.gz	202-2536_S50_R2_001.fastq.gz
202-2543_S49	202	202-2543_S49_R1_001.fastq.gz	202-2543_S49_R2_001.fastq.gz
202-2607_S49	202	202-2607_S49_R1_001.fastq.gz	202-2607_S49_R2_001.fastq.gz
203-2068-2_S38	203	203-2068-2_S38_R1_001.fastq.gz	203-2068-2_S38_R2_001.fastq.gz
203-2068-3_S37	203	203-2068-3_S37_R1_001.fastq.gz	203-2068-3_S37_R2_001.fastq.gz
203-2068_S38	203	203-2068_S38_R1_001.fastq.gz	203-2068_S38_R2_001.fastq.gz
203-F05_S64	203	203-F05_S64_R1_001.fastq.gz	203-F05_S64_R2_001.fastq.gz
204-2389_S55	204	204-2389_S55_R1_001.fastq.gz	204-2389_S55_R2_001.fastq.gz
204-2478_S55	204	204-2478_S55_R1_001.fastq.gz	204-2478_S55_R2_001.fastq.gz
204-E07-2537_S55	204	204-E07-2537_S55_R1_001.fastq.gz	204-E07-2537_S55_R2_001.fastq.gz
204-E07_S55	204	204-E07_S55_R1_001.fastq.gz	204-E07_S55_R2_001.fastq.gz
207-2389_S56	207	207-2389_S56_R1_001.fastq.gz	207-2389_S56_R2_001.fastq.gz
207-2478_S56	207	207-2478_S56_R1_001.fastq.gz	207-2478_S56_R2_001.fastq.gz
207-E08-2537_S56	207	207-E08-2537_S56_R1_001.fastq.gz	207-E08-2537_S56_R2_001.fastq.gz
207-E08_S56	207	207-E08_S56_R1_001.fastq.gz	207-E08_S56_R2_001.fastq.gz
208-2389_S57	208	208-2389_S57_R1_001.fastq.gz	208-2389_S57_R2_001.fastq.gz
208-2478_S57	208	208-2478_S57_R1_001.fastq.gz	208-2478_S57_R2_001.fastq.gz
208-E09-2537_S57	208	208-E09-2537_S57_R1_001.fastq.gz	208-E09-2537_S57_R2_001.fastq.gz
208-E09_S57	208	208-E09_S57_R1_001.fastq.gz	208-E09_S57_R2_001.fastq.gz
21-2389_S10	21	21-2389_S10_R1_001.fastq.gz	21-2389_S10_R2_001.fastq.gz
21-2478_S10	21	21-2478_S10_R1_001.fastq.gz	21-2478_S10_R2_001.fastq.gz
21-A10-2537_S10	21	21-A10-2537_S10_R1_001.fastq.gz	21-A10-2537_S10_R2_001.fastq.gz
21-A10_S10	21	21-A10_S10_R1_001.fastq.gz	21-A10_S10_R2_001.fastq.gz
211-2389_S58	211	211-2389_S58_R1_001.fastq.gz	211-2389_S58_R2_001.fastq.gz
211-2478_S58	211	211-2478_S58_R1_001.fastq.gz	211-2478_S58_R2_001.fastq.gz
211-E10-2537_S58	211	211-E10-2537_S58_R1_001.fastq.gz	211-E10-2537_S58_R2_001.fastq.gz
211-E10_S58	211	211-E10_S58_R1_001.fastq.gz	211-E10_S58_R2_001.fastq.gz
213-2383_S51	213	213-2383_S51_R1_001.fastq.gz	213-2383_S51_R2_001.fastq.gz
213-2536_S51	213	213-2536_S51_R1_001.fastq.gz	213-2536_S51_R2_001.fastq.gz
213-2543_S50	213	213-2543_S50_R1_001.fastq.gz	213-2543_S50_R2_001.fastq.gz
213-2607_S50	213	213-2607_S50_R1_001.fastq.gz	213-2607_S50_R2_001.fastq.gz
215-2068-2_S46	215	215-2068-2_S46_R1_001.fastq.gz	215-2068-2_S46_R2_001.fastq.gz
215-2068-3_S45	215	215-2068-3_S45_R1_001.fastq.gz	215-2068-3_S45_R2_001.fastq.gz
215-2068_S46	215	215-2068_S46_R1_001.fastq.gz	215-2068_S46_R2_001.fastq.gz
215-F06_S65	215	215-F06_S65_R1_001.fastq.gz	215-F06_S65_R2_001.fastq.gz
216-2383_S52	216	216-2383_S52_R1_001.fastq.gz	216-2383_S52_R2_001.fastq.gz
216-2536_S52	216	216-2536_S52_R1_001.fastq.gz	216-2536_S52_R2_001.fastq.gz
216-2543_S51	216	216-2543_S51_R1_001.fastq.gz	216-2543_S51_R2_001.fastq.gz
216-2607_S51	216	216-2607_S51_R1_001.fastq.gz	216-2607_S51_R2_001.fastq.gz
219-2383_S53	219	219-2383_S53_R1_001.fastq.gz	219-2383_S53_R2_001.fastq.gz
219-2536_S53	219	219-2536_S53_R1_001.fastq.gz	219-2536_S53_R2_001.fastq.gz
219-2543_S52	219	219-2543_S52_R1_001.fastq.gz	219-2543_S52_R2_001.fastq.gz
219-2607_S52	219	219-2607_S52_R1_001.fastq.gz	219-2607_S52_R2_001.fastq.gz
22-2383_S4	22	22-2383_S4_R1_001.fastq.gz	22-2383_S4_R2_001.fastq.gz
22-2536_S4	22	22-2536_S4_R1_001.fastq.gz	22-2536_S4_R2_001.fastq.gz
22-2543_S4	22	22-2543_S4_R1_001.fastq.gz	22-2543_S4_R2_001.fastq.gz
22-2607_S4	22	22-2607_S4_R1_001.fastq.gz	22-2607_S4_R2_001.fastq.gz
221-2068-2_S54	221	221-2068-2_S54_R1_001.fastq.gz	221-2068-2_S54_R2_001.fastq.gz
221-2068-3_S53	221	221-2068-3_S53_R1_001.fastq.gz	221-2068-3_S53_R2_001.fastq.gz
221-2068_S54	221	221-2068_S54_R1_001.fastq.gz	221-2068_S54_R2_001.fastq.gz
221-F07_S66	221	221-F07_S66_R1_001.fastq.gz	221-F07_S66_R2_001.fastq.gz
223-2383_S54	223	223-2383_S54_R1_001.fastq.gz	223-2383_S54_R2_001.fastq.gz
223-2536_S54	223	223-2536_S54_R1_001.fastq.gz	223-2536_S54_R2_001.fastq.gz
223-2543_S53	223	223-2543_S53_R1_001.fastq.gz	223-2543_S53_R2_001.fastq.gz
223-2607_S53	223	223-2607_S53_R1_001.fastq.gz	223-2607_S53_R2_001.fastq.gz
224-2383_S55	224	224-2383_S55_R1_001.fastq.gz	224-2383_S55_R2_001.fastq.gz
224-2536_S55	224	224-2536_S55_R1_001.fastq.gz	224-2536_S55_R2_001.fastq.gz
224-2543_S54	224	224-2543_S54_R1_001.fastq.gz	224-2543_S54_R2_001.fastq.gz
224-2607_S54	224	224-2607_S54_R1_001.fastq.gz	224-2607_S54_R2_001.fastq.gz
226-2383_S56	226	226-2383_S56_R1_001.fastq.gz	226-2383_S56_R2_001.fastq.gz
226-2536_S56	226	226-2536_S56_R1_001.fastq.gz	226-2536_S56_R2_001.fastq.gz
226-2543_S55	226	226-2543_S55_R1_001.fastq.gz	226-2543_S55_R2_001.fastq.gz
226-2607_S55	226	226-2607_S55_R1_001.fastq.gz	226-2607_S55_R2_001.fastq.gz
227-2389_S59	227	227-2389_S59_R1_001.fastq.gz	227-2389_S59_R2_001.fastq.gz
227-2478_S59	227	227-2478_S59_R1_001.fastq.gz	227-2478_S59_R2_001.fastq.gz
227-E11-2537_S59	227	227-E11-2537_S59_R1_001.fastq.gz	227-E11-2537_S59_R2_001.fastq.gz
227-E11_S59	227	227-E11_S59_R1_001.fastq.gz	227-E11_S59_R2_001.fastq.gz
